AACHEN,Aachen
TLBYTCS,Tilbury Container Services English Welsh & Scottish Railway
TLBYTCG,Tilbury Container Services GB Railfreight
TLBYRR,Tilbury Container Services Run Round
TLBYEWS,Tilbury Container Terminal English Welsh & Scottish Railway
TLBYDES,Tilbury Docks ES
TLBYEJ,Tilbury East Junction
TLBYPDR,Tilbury International Rail Freight Terminal DRS
TLBYSTO,Tilbury International Rail Freight Terminal English Welsh & Scottish Railway
TLBYPFL,Tilbury International Rail Freight Terminal Freightliner
TLBYPGB,Tilbury International Rail Freight Terminal GB Railfreight
TLBYADV,Tilbury International Rail Freight Terminal Victa Advenza/Colas
TLBYVWR,Tilbury International Rail Freight Terminal Victa Westlink Rail
TLBYFHH,Tilbury London Container Terminal (Freightliner Terminal)
TLBYNHT,Tilbury Northfleet Hope Terminal
TLBYPGT,Tilbury PLA Grain Terminal
TLBYPRT,Tilbury Port
TLBYRSD,Tilbury Riverside
TLBYRSC,Tilbury Riverside Colas
TLBYRCT,Tilbury Riverside Container Terminal
TLBYRCG,Tilbury Riverside Container Terminal GB Railfreight
TLBYREW,Tilbury Riverside English Welsh & Scottish Railway
TLBYTWN,Tilbury Town
TLBYWJ,Tilbury West Junction
TILEH,Tile Hill
TILEHL,Tile Hill Loop
TILHRST,Tilehurst
TILHEJN,Tilehurst East Junction
TLMNSTN,Tilmanstone Colliery
TIMPRLY,Timperley Metrolink
TINSSMC,Tinsley Avesta SMACC
TINSBSC,Tinsley BSC
TINSLEJ,Tinsley East Junction
TNSLYGJ,Tinsley Green Junction
TINSLIT,Tinsley Intermodal Terminal
TINSMAG,Tinsley Magna Tram-Train Station
TINSMEA,Tinsley Meadowhall
TINSLNJ,Tinsley North Junction
TINSPJN,Tinsley Park Junction
TINSLYY,Tinsley Sorting Sidings
TINSLSJ,Tinsley South Junction
TINSTMD,Tinsley Traction Maintenance Depot
TINSFHH,Tinsley Yard Freightliner Heavy Haul
TINSGBR,Tinsley Yard GB Railfreight
TINS258,Tinsley Yard Signal TY258
TINTLNG,Tintagel Langley's Shop
TINTCHR,Tintagel Methodist Church
CATZTPY,Tipperary
TIPTON,Tipton
TIREE,Tiree
TIRPHIL,Tir-Phil
TISBRYL,Tisbury Loop
TIVIBUS,Tiverton Bus Station
TIVICMT,Tiverton Cullompton
TIVILP,Tiverton Loop
TIVILDS,Tiverton Loop Down Sidings
TIVIPW,Tiverton Parkway
TIVISDG,Tiverton Sidings
TIVI179,Tiverton Signal EDM179
TIVITNL,Tiverton Whiteball
TIVTSHL,Tivetshall
TOBRMRY,Tobermory
TODMRDN,Todmorden
TODM318,Todmorden Signal PN318
TODM341,Todmorden Signal PN341
TOLE673,Tollerton Ground Position Signal Y673
TOLERTN,Tollerton Junction
TOLEPIL,Tollerton Pilmoor
TOLWTH,Tolworth
TOLWDFH,Tolworth Day Aggregates Freightliner Heavy Haul
TOLWGF,Tolworth Ground Frame
TOLWTHS,Tolworth Sidings
TOMATIN,Tomatin
TOMATSG,Tomatin Sidings
TONBDLP,Tonbridge Down Loop
TONBDMS,Tonbridge Down Main Siding
TONBES,Tonbridge Engineers Siding
TONBJB1,Tonbridge Jubilee Siding 1✖Part of TONBPMY as far as the computer is concerned. Separate entity for timetable planners
TONBJB2,Tonbridge Jubilee Siding 2✖Part of TONBPMY as far as the computer is concerned. Separate entity for timetable planners
TONBJB3,Tonbridge Jubilee Siding 3✖Part of TONBPMY as far as the computer is concerned. Separate entity for timetable planners
TONBJB4,Tonbridge Jubilee Siding 4✖Part of TONBPMY as far as the computer is concerned. Separate entity for timetable planners
TONBJUB,Tonbridge Jubilee Sidings
TONBLHS,Tonbridge Loco Holding Siding
TONBPMY,Tonbridge PMY
TONBPOJ,Tonbridge Post Office Junction
TONBPOS,Tonbridge Post Office Sidings
TONB137,Tonbridge Signal AD137X
TONB032,Tonbridge Signal AD2032
TONBULP,Tonbridge Up Loop
TONBRBC,Tonbridge Up Redhill Branch Carriage Holding Sidings
TONBDWY,Tonbridge West Yard
TONBDWF,Tonbridge West Yard Freightliner Heavy Haul
TONBDWG,Tonbridge West Yard GB Railfreight
TONDU,Tondu
TONDGAR,Tondu Garw Loop
TONDLFL,Tondu Llynfi Goods Loop
TONDOGJ,Tondu Ogmore Junction
TONFNAU,Tonfanau
TONPNTR,Ton Pentre
TNYPNDY,Tonypandy
TOOTING,Tooting
TOPLYPK,Topley Pike
TOPLFHH,Topley Pike Freightliner Heavy Haul
TOPLEYP,Topley Pike Sidings
TOPSHAM,Topsham
TORIORB,Torino Orbassano
TORNGSP,Torness Ground Switch Panel
TORNESS,Torness Power Station
TORPHIN,Torphin
TORQUAY,Torquay
TORRE,Torre
TOTLYTE,Totley Tunnel East
TOTNES,Totnes
TOTNDSF,Totnes Down Station Forecourt
TOTNSSR,Totnes Salcombe Shadycombe Road Bus
TOTNSDG,Totnes Sidings
TOTNSTA,Totnes Station Road Bus Stop
TOTONC,Toton Centre
TOTOFHH,Toton Centre Freightliner Heavy Haul
TOTODHS,Toton Diesel Depot Holding Sidings
TOTONJ,Toton Junction
TOTOMSQ,Toton Meadow Sidings Virtual Quarry
TOTONNY,Toton North Yard Carriage & Wagon
TOTODSL,Toton North Yard/Down Sidings Low Level
TOTOGBR,Toton North Yard GB Railfreight
TOTONOB,Toton Old Bank
TOTON04,Toton Signal TC4604
TOTOTMD,Toton Traction Maintenance Depot
TOTONNB,Toton Up Sidings/New Bank
TOTONUY,Toton Up Yard
TOTOWRD,Toton Wagon Repair Depot
TOTONWY,Toton West Yard
TOTCTRD,Tottenham Court Road
TOTCFST,Tottenham Court Road Fisher Street West
TTNHMHL,Tottenham Hale
CATZ055,Tottenham Hale For The Games
TTNH305,Tottenham Hale Signal L5305
TTNHMSJ,Tottenham South Junction
TTNH104,Tottenham South Junction Signal L1004
TOTTON,Totton
TOTTDCR,Totton Devon & Cornwall Railway
TOTTFWL,Totton Fawley Loops
TOTTRDS,Totton Redland Siding
TOTN296,Totton Signal E296
TOTTW,Totton West
TOTTYD,Totton Yard
TOTTYFL,Totton Yard Freightliner
TOTTGBR,Totton Yard GB Railfreight
TOUL,Toul
TORCOIN,Tourcoing [France]
TOURNAI,Tournai
TOVIL,Tovil
TOWRCOL,Tower Colliery English Welsh & Scottish Railway
TOWRFHH,Tower Colliery Freightliner Heavy Haul
TWGWDLR,Tower Gateway DLR
TOWERHL,Tower Hill LT
TWNYDPL,Towney Loop
TOWNGRN,Town Green
TNHLJCE,Townhill Civil Engineer's Sidings
TNHLDGL,Townhill Down Goods Loop
TNHLJN,Townhill Junction
TNHLUGL,Townhill Up Goods Loop
TWNMEDW,Town Meadow
TFBMTLK,Trafford Bar Metrolink
TRFDPK,Trafford Park
TRFDPEJ,Trafford Park East Junction
TRFDEUT,Trafford Park Euro Terminal
TRFDEUG,Trafford Park Euro Terminal GB Railfreight
TRFDPES,Trafford Park Exchange Siding
TRFDFLT,Trafford Park Freightliner Terminal
TRFDFLG,Trafford Park Freightliner Terminal Gate
TDPARKH,Trafford Park Harris Distribution
TRFDIFT,Trafford Park International Freight Terminal
TRFDFLI,Trafford Park International Freight Terminal Freightliner Intermodal
TRFDPKS,Trafford Park Sidings
TRFDFLF,Trafford Park Sidings Fastline Freight
TRFDSRL,Trafford Park Sidings Reception Line
TRFDGBR,Trafford Park Sidings Reception Line GB Railfreight
TRFD613,Trafford Park Signal 1613
TRFDPWS,Trafford Park West Sidings
TRALEE,Tralee
TRAMINN,Tram Inn
CATZQTD,Transpennine Destination
CATZQTO,Transpennine Origin
TRSFNYD,Trawsfynydd
TRECWN,Trecwn
TREDGAR,Tredegar (by bus)see also Rhymney Tredegar (by bus)
TREETON,Treeton Exchange Sidings
TREETGL,Treeton Goods Loop
TREETNJ,Treeton Junction
TREENJN,Treeton North Junction
TREET39,Treeton Signal S1039
TREFRST,Trefforest
TREHAFD,Trehafod
TREHRBT,Treherbert
TREHNGF,Treherbert North Ground Frame
TREHSDS,Treherbert Siding
TRELEWS,Trelewis
TREMANS,Tremains
TRMRWKS,Tremorfa Works
TRMRGBR,Tremorfa Works GB Railfreight
TRENTL,Trent Down Loop
TRENT,Trent East Junction
TRENTGY,Trent Girder Yard
TRNTHAM,Trentham
TRENSD,Trent Sidings
TRENTJ,Trent South Junction
TREORCY,Treorchy
TRIMLEY,Trimley
TRIMGLJ,Trimley Gun Lane Junction
TRIM617,Trimley Signal CO617
TRIM619,Trimley Signal CO619
TRIM023,Trimley Signal FW9023
TRIM024,Trimley Signal FW9024
TRIM029,Trimley Signal FW9029 previously included FW9031
TRIM031,Trimley Signal FW9031 previously included within FW9029
TRING,Tring
TRINGCE,Tring Civil Engineer's Sidings
TRINGCT,Tring Cutting
TRINGNJ,Tring North Junction
TRING25,Tring Signal WT1425
TRDYRHW,Troed-y-rhiw
TROON,Troon
TROSEXC,Trostre Works Exchange Siding
TROSTGB,Trostre Works GB Railfreight
TROSWKJ,Trostre Works Junction
TRWBRDG,Trowbridge
TRWLBJN,Trowell Bennerly Junction
TRWLJN,Trowell Junction
TRWL637,Trowell Junction Signals TC4635 and TC4637
TROWSE,Trowse
TROWFLR,Trowse Flordon Level Crossing
TROWFHH,Trowse Freightliner Heavy Haul
TROWGBR,Trowse GB Railfreight
TROW749,Trowse Ground Position Light Signal CO1749
TROW760,Trowse Ground Position Light Signal CO1760
TROWSEJ,Trowse Junction
TROWLKJ,Trowse Lakenham Junction
TROWSOS,Trowse Old Station
TRWSSBJ,Trowse Swing Bridge Junction
TROWSEY,Trowse Yard Redland Siding
TRURO,Truro
TRURBOS,Truro Boscawen Street Bus Stop
TRURBUS,Truro Bus Station
TRUROCE,Truro Civil Engineer's Sidings
TRUR37,Truro Shunt Signal T37
TRUR895,Truro Signal CL5895
TRUR908,Truro Signal CL5908
TRUR910,Truro Signal CL5910
TRUR14,Truro Signal T14
TRURUKF,Truro UKF M Thomas
TRURYRD,Truro Yard
TUEBRKS,Tuebrook Sidings
TUEBFHH,Tuebrook Sidings Freightliner Heavy Haul
TUEBGBF,Tuebrook Sidings GB Railfreight
CATZTUM,Tullamore
TULLOCH,Tulloch
TULLOCE,Tulloch Civil Engineer's Sidings
TULLGF,Tulloch Ground Frame
TULSLJ,Tulse Hill Leigham Junction
TULS165,Tulse Hill Signal VC165
TULS178,Tulse Hill Signal VC178
TULS766,Tulse Hill Signal VC766
TUNWTJN,Tunbridge Wells Tunnel Junction
TUNWTB,Tunbridge Wells Turnback Siding
TNBDGWW,Tunbridge Wells West
TUNSFFL,Tunstead Fuel Point Freightliner Heavy Haul
TUNSTDS,Tunstead Sidings
TUNSFHH,Tunstead Sidings Freightliner Heavy Haul
TUNSGBF,Tunstead Sidings GB Railfreight
TURKYST,Turkey Street
TRNRSLA,Turners Lane Junction
TRNHMGN,Turnham Green LT
TURSDLJ,Tursdale Junction
TURSDLS,Tursdale Siding
TUTBURY,Tutbury & Hatton
TUXFDWJ,Tuxford Crossovers/West Junction
TWDBANK,Tweedbank
TWDB244,Tweedbank Signal EMB244
TWEDMTH,Tweedmouth Freight Depot
TWEDMSB,Tweedmouth Signal Box
TWERTON,Twerton
TWCKNHM,Twickenham
TWCKNME,Twickenham East
TWCKNMJ,Twickenham Junction
TWCK121,Twickenham Signal BEF2121
TWCK123,Twickenham Signal BEF2123
TWCK130,Twickenham Signal BEF2130
TWCK401,Twickenham Signal F401
TWCK403,Twickenham Signal F403
TWCK406,Twickenham Signal F406
TWOMBTM,Two Mile Bottom
TWYFORD,Twyford
TWYF112,Twyford Signal R112/TR112
TWYF307,Twyford Signal R307/TR307
TWYF632,Twyford Signal T1632
TWYFDW,Twyford West
TYCROES,Ty Croes
TYEGRNJ,Tye Green Junction
TYGLAS,Ty Glas
TYGWYN,Tygwyn
TYLORTN,Tylorstown (by bus)
TYNDRCE,Tyndrum Civil Engineer's Sidings
TYNDRML,Tyndrum Lower
TYNDRMU,'Tyndrum Upper' [Upper Tyndrum]
TYNHJN,Tynehead Junction
TYNEMTH,Tynemouth [Metro]
TYNSJBJ,Tyneside St James Bridge Junction
TYNSCFD,Tyneside Terminal Complex
TYNEY,Tyne Yard
TYNE176,Tyne Yard Signal T176
TYNE193,Tyne Yard Signal T193
TYNEYD,Tyne Yard Traction Maintenance Depot
TYNEVIR,Tyne Yard Virtual Quarry And Tip
TYSL,Tyseley
TYSLRWS,Tyseley Allen Rowland Works
TYSLYJM,Tyseley James Motor Co
TYSLSDG,Tyseley Light Maintenance Depot
TYSLSJ,Tyseley South Junction
TYSLSTM,Tyseley Standard Gauge Steam Trust
TYSLTMD,Tyseley Traction Maintenance Depot
TYSLUDJ,Tyseley Up & Down Slow Junction
TYSLUDS,Tyseley Up & Down Through Sidings
TYTHRNG,Tytherington
TYTHFHH,Tytherington Freightliner Heavy Haul
TYWYN,Tywyn
UDNGSTN,Uddingston
UDNGTNJ,Uddingston Junction
UDNGCLR,Uddingston Viewpark Siding Colas Rail
UDNGFHH,Uddingston Viewpark Siding Lafarge
UDNGVPK,Uddingston Viewpark Sidings
UFNGTNL,Uffington Loop
UFNGTN,Uffington (Oxfordshire)
UFNGUDL,Uffington Up & Down Goods Loops
UFTNXGL,Ufton Crossing Goods Loop
UIGG,Uig
ULCEBY,Ulceby
ULCENJ,Ulceby North Junction
ULCE120,Ulceby Signal UJ120
ULCESJ,Ulceby South Junction
ULLAPOL,Ullapool
ULESKLF,Ulleskelf
ULVRSTN,Ulverston
ULVRGSD,Ulverston Goods Sidings
ULVRS19,Ulverston Signal US19
UMBRLGH,Umberleigh
UNVRSYB,University (Birmingham)
UNIV,University (Sunderland)
UPHALL,Uphall
UPHILLJ,Uphill Junction
UPHOLND,Upholland
UPMNSTR,Upminster
UPMNLT,Upminster LT
UPMNSP6,Upminster Platform 6
UPMN852,Upminster Signal UR852
UPMNSDG,Upminster Tamper Siding
UHALIFD,Upper Halliford
UPRHLWY,Upper Holloway
UPRHCES,Upper Holloway Civil Engineer's Siding
UPRHUGL,Upper Holloway Up Goods Loop
UPRMLJN,Uppermill Junction
UPWARLM,Upper Warlingham Signal Box
UPTNLOV,Upton Lovell
UPTON,Upton (Merseyside)
UPWEY,Upwey
UPWE188,Upwey Signal DR188
UPWE189,Upwey Signal DR189
URMSTON,Urmston
USAN,Usan
USKMOTH,Uskmouth
USKMTAS,Uskmouth Alpha Steel
UTOXETR,Uttoxeter
UTOXBLC,Uttoxeter Bramshall Level Crossing
UTOXDLC,Uttoxeter Dovefields Level Crossing
UTOXDGL,Uttoxeter Down Goods Loop
UTOXENG,Uttoxeter Engineer's Sidings
UTOXSB,Uttoxeter Signal Box
VALNCIA,Valencia
VALENYD,Valenton Yard
VALADOL,Valladolid
VALLEY,Valley
VALLYNE,Valley Nuclear Electric
CATZ056,Vauxhall For The Games
VXHLJN,Vauxhall Junction (West Midlands)
VAUXHLM,Vauxhall Main Lines
VAXHALM,Vauxhall (Merseyrail)
VAUXHLW,Vauxhall Windsor Lines
VELIMTT,Velim Test Track
VLNDRWK,Velindre Works
VNTNRBS,Ventnor Bus Terminal
VICTRIA,Victoria
VICTBAL,Victoria Ballast
VICTCS,Victoria Carriage Holding Sidings
VICTRCR,Victoria Carriage Road
VICTCRB,Victoria Carriage Road Bridge
VICTCRS,Victoria Carriage Road South
VICTRIC,Victoria Central Platforms
VICTRIE,Victoria Eastern Platforms
CATZ046,Victoria For The Games
VICTGCS,Victoria Grosvenor Carriage Shed
VICTGEE,Victoria Grosvenor Entry-Exit
VICPKJN,Victoria Park Junction
VICT9,Victoria Platform 9
VICT10,Victoria Platform 10
VICT11,Victoria Platform 11
VICT12,Victoria Platform 12
VICT13,Victoria Platform 13
VICT14,Victoria Platform 14
VICT15,Victoria Platform 15
VICT16,Victoria Platform 16
VICT17,Victoria Platform 17
VICT18,Victoria Platform 18
VICT19,Victoria Platform 19
VICT45,Victoria Signal VS45
VICT47,Victoria Signal VS47
VICT808,Victoria Signal VS808
VRGNWTR,Virginia Water
VRGN491,Virginia Water Signal F491
VRGN217,Virginia Water Signal F2217
VRGN706,Virginia Water Signal F2706
CATZ071,Virgin West Coast - Dummy
VTRLWKS,Vitriol Works
VITTARL,Vittuone-Arluno
VOLTRDJ,Voltaire Road Junction
WADDON,Waddon
CROY28,Waddon Marsh Tram
WADEBRD,Wadebridge
WDBDGBS,Wadebridge Bus Station
WADHRST,Wadhurst
WADH3XO,Wadhurst No 3 Crossover
WADH32D,Wadhurst Opposite PE432 Down
WADH425,Wadhurst Signal PE425
WADH432,Wadhurst Signal PE432
WADHTLS,Wadhurst Tunnel South
WADHUSD,Wadhurst Up Sidings
WADSLYB,Wadsley Bridge Reception Sidings
WAINFLT,Wainfleet
WKFLDEJ,Wakefield East Junction
WKFLDKG,Wakefield Kirkgate
WKFLDGL,Wakefield Kirkgate Goods Loop
WKFLKGY,Wakefield Kirkgate Goods Yard Parcels
WKK1209,Wakefield Kirkgate Signal K1209
WKK1211,Wakefield Kirkgate Signal K1211
WKK1217,Wakefield Kirkgate Signal K1217
WKK1219,Wakefield Kirkgate Signal K1219
WKFLKST,Wakefield Kirkgate Signalling & Telecommunications Engineer's Sidings
WKFLDCC,Wakefield Kirkgate Whithams Cobra
WKFLPSD,Wakefield Prison Sidings
WKFLDWG,Wakefield Westgate
WKFLDWC,Wakefield Westgate Car Compounds
WKFL249,Wakefield Westgate Signal L249
WKFLWSJ,Wakefield Westgate South Junction
WKFLDWJ,Wakefield West Junction
WALKDEN,Walkden
WALK821,Walkden Signal MP821
WALAGRD,Wallasey Grove Road
WALASYV,Wallasey Village
WALRSAL,Wallers Ash Loop
WLRSICI,Wallerscote ICI Sidings
WLRSCTS,Wallerscote Sidings
WLGFBAK,Wallingford Bakers Oven
WLGFBUS,Wallingford Bus
WLGFSTN,Wallingford Cholsey & Wallingford Railway
WLGFORD,Wallingford Market Place
WLGFTWN,Wallingford Town Hall
WALNGTN,Wallington
WLLNKJN,Wallneuk Junction
WALLYFD,Wallyford
WALMER,Walmer
WTREJN,Walnut Tree Junction
WALSALL,Walsall
WALSTSD,Walsall Brook Through Siding
WALSESD,Walsall Engineer's Sidings
WALSFHH,Walsall Freightliner Heavy Haul
WALSFT,Walsall Freight Terminal
WALSFTG,Walsall Freight Terminal GB Railfreight
WALSBLI,Walsall Middle Yard BLI Cement
WALSLMY,Walsall Midland Yard
WALSPJ,Walsall Pleck Junction
WALSRJN,Walsall Ryecroft Junction
WALS362,Walsall Signal DR1362
WALSPDC,Walsall Tasker Street PDC
WDEN,Walsden
WALHAMX,Waltham Cross
WLTWCEN,Walthamstow Central
WLTHQRD,Walthamstow Queens Road
WAANFLD,Walton & Anfield
WALTONJ,Walton Junction
WALT207,Walton Junction Signal ML207
WALT208,Walton Junction Signal ML208
WALTONM,Walton (Merseyside)
WRGTWOM,Walton Old Junction MSC Sidings
WRGTWOY,Walton Old Junction Yard
WRGTWON,Walton Old Network Yard
WONNAZE,Walton-On-The-Naze
WMPHRAY,Wamphray Ground Frame
WANBRO,Wanborough
WANB199,Wanborough Signal WA199
CROY29,Wandle Park Tram
WNDSWRD,Wandsworth Road
WNDSRRR,Wandsworth Road Rom River
WNDS84,Wandsworth Road Signal VS84
WANSFD,Wansford
WANSYML,Wansford Yarwell Mill (Nene Valley)
WNSTDPK,Wanstead Park
WANTBS,Wantage (Bus)
WANTMPL,Wantage Market Place
WANTRD,Wantage Road
WAPPING,Wapping
WRBLNGT,Warblington
WARCOP,Warcop
WRDLYES,Wardley Exchange Sidings
WRDLFHH,Wardley Opencast Disposal Point Freightliner Heavy Haul
WRDLRJB,Wardley RJB Mining
WRDLYSB,Wardley Signal Box
WARE,Ware
WARHDS,Wareham Down Siding
WAREHM,Wareham Signal Box
WARH242,Wareham Signal PW5242
WARH17,Wareham Signal WR17
WARH22,Wareham Signal WR22
WARHUS,Wareham Up Siding
WARGRAV,Wargrave
WRMNSTR,Warminster
WRMNBGF,Warminster Beechgrove Ground Frame
WRMNBGS,Warminster MOD (Army) Sidings
WRMNGBF,Warminster MOD GB Railfreight
WARM301,Warminster Signal W301
WARM308,Warminster Signal W308
WRMNUS,Warminster Up Sidings
WARNHAM,Warnham
WARNMSB,Warnham Signal Box
WARRENH,Warren Halt
WRGTNBQ,Warrington Bank Quay
WRGTNDS,Warrington Bank Quay Down Slow Loop
WRGT,Warrington Central
WRGTCCS,Warrington Central Carriage Sidings
WARRMGC,Warrington Dallam Lane McGregor
WRGLFHH,Warrington Latchford Sidings Freightliner Heavy Haul
WRGTNHS,Warrington Loco Holding Sidings
WRGTNCL,Warrington NCL/Civil Engineer's Sidings
WRGTRTS,Warrington Refuse Transfer Station
WRGTRMT,Warrington Royal Mail Terminal
WRGTRM2,Warrington Royal Mail Terminal GB Railfreight
WRGTRM3,Warrington Royal Mail Terminal Platform 1
WRGT214,Warrington Signal WN214
WRGT216,Warrington Signal WN216
WRGTWOJ,Warrington Walton Old Junction
WRGWOJN,Warrington Walton Old Junction Freightliner Heavy Haul
WRGTWST,Warrington West
WARSPBP,Warsop BP
WARSOPJ,Warsop Junction
WARSPUS,Warsop Up Sidings
WARWICK,Warwick
WRKALT,Warwick Avenue LT
WARWPWY,Warwick Parkway
WRWCKRD,Warwick Road for Old Trafford Metrolinksee also Old Trafford
WARW252,Warwick Signal LJ1252
WARWUNI,Warwick University
WASHFRD,Washford
WSHWDHC,Washwood Heath Chief Civil Engineer's Sidings/Jarvis Repair Point
WSHWHDS,Washwood Heath Down Sidings
WSHWHEJ,Washwood Heath East Junction
WSHWHPK,Washwood Heath Heartlands
WSHWWRP,Washwood Heath Heartlands Park Wagon Repair Point
WSHWGBF,Washwood Heath Heartlands Park Wagon Repair Point GB Railfreight
WSHWDLS,Washwood Heath Loco Servicing Road 26
WSHWHMC,Washwood Heath Metropolitan Cammel
WSHWDH1,Washwood Heath No 1
WSHWDHR,Washwood Heath RMC/Cemex
WSHWGBR,Washwood Heath RMC GB Railfreight
WSHWHRS,Washwood Heath Terminal Complex
WSHWUGL,Washwood Heath Up Goods Loop
WSHWHUG,Washwood Heath Up Siding GB Railfreight
WSHWHUS,Washwood Heath Up Sidings
WATCHET,Watchet
WATBECH,Waterbeach
WTREPWY,Water Eaton Parkwaysee also Oxford Parkway
WATERFD,Waterford
WTRNGBY,Wateringbury
WTRNHF,Wateringbury Hop Farm
WACB,Waterloo & City Bank
WACWMUD,Waterloo & City EMU Depot
WACW,Waterloo & City Waterloo
WACWCHS,Waterloo & City Waterloo Carriage Holding Sidings
WATRBAL,Waterloo Ballast
WATRCLJ,Waterloo Carlisle Lane Junction
WATRCHS,Waterloo Carriage Holding Sidings
WATRCAT,Waterloo Cross Channel Catering Company
CATZ047,Waterloo For The Games
WATRINT,Waterloo International
WATRLLT,Waterloo LT
WATRLMN,Waterloo Main Lines
WLOO,Waterloo (Merseyside)
WATR912,Waterloo Signal W912
WATR030,Waterloo Signal W1030
WATR,Waterloo Suburban
WVLEBUS,Waterlooville Precinct Bus Stop
WATRLWC,Waterloo West Crossings
WATRLOW,Waterloo Windsor Lines
WTRORTN,Water Orton
WTRORWJ,Water Orton West Junction
WAESIDE,Waterside (Dunaskin)
WSTNSD,Waterston Sidings
WATSTJN,Water Street Junction
WTLN,Watery Lane
WTLNUGL,Watery Lane Up Stour Goods Loop
WATFCCD,Watford Coal Concentration Depot
WATFDFP,Watford FP
WATFDHS,Watford High Street
WATFDJ,Watford Junction
WATFJCS,Watford Junction Carriage Sidings
WATFJDC,Watford Junction DC
CATZ057,Watford Junction For The Games
WATFDY,Watford London Concrete
WATFDFH,Watford London Concrete Freightliner Heavy Haul
WATFDGB,Watford London Concrete GB Railfreight
WATFLUL,Watford LT
WATFDN,Watford North
WATFDNJ,Watford North Junction
WATFJSJ,Watford South Junction
WTFDSJN,Watford South Junction (Metropolitan Line)
WATFDSM,Watford Stadium
WATFDW,Watford West
WATFDY,Watford Yard
WTHH,Wath
WATLGTN,Watlington
